model,layer_idx,metric,n_bootstraps,p05,p50,p95,mean,std
sl_eat_bio_ssl_all,5,cos_class_aves_vs_mammalia,30,0.5616387478619946,0.5853160897578432,0.6100500362020493,0.5860183467589949,0.017543822194850688
sl_eat_bio_ssl_all,5,cos_order_passer_vs_other_aves,30,0.7314486658357864,0.7841474593711508,0.8273527972986902,0.7862200263810031,0.03108785207730849
sl_eat_bio_ssl_all,5,abs_cos_veitch_class_vs_passer_subord,30,0.2671515834047307,0.3473679430340145,0.44779633790908585,0.34702515117963156,0.05351924607497534
sl_eat_bio_ssl_all,5,species_separability_ratio,30,0.07412415411436042,0.07874769127264311,0.08509231556782602,0.0794013874667308,0.0036576060028337518
sl_eat_bio_ssl_all,5,top1_share,30,0.03580166153356861,0.03633779225226007,0.036900400794738566,0.03637755332190459,0.0003635334554337161
sl_eat_bio_ssl_all,5,top10_share,30,0.21129325965122014,0.21389827799787184,0.2166272742072157,0.21384068311816004,0.0016752920290464335
sl_eat_bio_ssl_all,5,mean_l2_norm,30,8.568333158023107,8.571403692560814,8.573678489334089,8.571283308099536,0.0017224456276502442
sl_eat_bio_ssl_all,7,cos_class_aves_vs_mammalia,30,0.3603024920837365,0.38159998289841274,0.40228274499178013,0.3819409986221188,0.01489965416686239
sl_eat_bio_ssl_all,7,cos_order_passer_vs_other_aves,30,0.6338363702500538,0.6787580397878129,0.7441518335810829,0.6821582230943407,0.03176522620352778
sl_eat_bio_ssl_all,7,abs_cos_veitch_class_vs_passer_subord,30,0.11242902394751304,0.17340710215446214,0.253983296692464,0.1840984143623072,0.0487649045455229
sl_eat_bio_ssl_all,7,species_separability_ratio,30,0.13507384445573997,0.14672186638089063,0.1598545418025973,0.14738518496434397,0.007720705938418114
sl_eat_bio_ssl_all,7,top1_share,30,0.0286852889580367,0.0300842662348471,0.031203457778140754,0.030065607077154936,0.0007936743043199817
sl_eat_bio_ssl_all,7,top10_share,30,0.17624507535842174,0.17912271996488743,0.18183540147946514,0.17915904089109363,0.00165369867750584
sl_eat_bio_ssl_all,7,mean_l2_norm,30,9.461883558101057,9.465801262474272,9.470369919101076,9.466373761072102,0.0026557802682759587
sl_eat_bio_ssl_all,9,cos_class_aves_vs_mammalia,30,0.355628974724463,0.3764606158275633,0.4028148967712629,0.37885548767717064,0.014836040352824756
sl_eat_bio_ssl_all,9,cos_order_passer_vs_other_aves,30,0.5885650797059028,0.6420447344168673,0.6820009120172795,0.641356125457826,0.029291757461807642
sl_eat_bio_ssl_all,9,abs_cos_veitch_class_vs_passer_subord,30,0.08227038243661379,0.13555210473137713,0.23071258157295774,0.14125894487457646,0.04884750262593518
sl_eat_bio_ssl_all,9,species_separability_ratio,30,0.19677047933624678,0.20873608633490065,0.23389267033962474,0.21267203463975035,0.013202963132826703
sl_eat_bio_ssl_all,9,top1_share,30,0.04043492587299091,0.04148676095990421,0.0427252187162228,0.04155047654779052,0.0006839120535094168
sl_eat_bio_ssl_all,9,top10_share,30,0.20665354240068737,0.20998602258739507,0.2125325459325985,0.20998982648479422,0.0017382414957868202
sl_eat_bio_ssl_all,9,mean_l2_norm,30,7.735395286863172,7.7399216910275825,7.744261138890536,7.739682432158747,0.002998091036108394
sl_eat_bio_ssl_all,10,cos_class_aves_vs_mammalia,30,0.4235098286308542,0.46103356926436384,0.5023114970191611,0.4631504592006213,0.025962637490504887
sl_eat_bio_ssl_all,10,cos_order_passer_vs_other_aves,30,0.6509039478728001,0.7012361855682672,0.7488493816588927,0.7008475695416831,0.03215355236704091
sl_eat_bio_ssl_all,10,abs_cos_veitch_class_vs_passer_subord,30,0.2527604397221489,0.32905038957752053,0.3656038694886922,0.31925316514293184,0.03682804238518626
sl_eat_bio_ssl_all,10,species_separability_ratio,30,0.20598888533259854,0.21766723976056324,0.23893941030052385,0.2187066853484592,0.01045063511607659
sl_eat_bio_ssl_all,10,top1_share,30,0.054909461357332094,0.05629257341680618,0.057673850865015974,0.05634961582659394,0.0008681166756099692
sl_eat_bio_ssl_all,10,top10_share,30,0.23659157249294088,0.23906143491935622,0.2419589491123677,0.23919803789827118,0.0016348666284813642
